event,gender,clas_s,typ,wind,name,year,position,school,series,mark,points
High Jump,Boys,2,Finals,,Anthony Tho,19,5,Herbert Morr,"[['1.70', '1.75', '1.80', '1.85', '1.90', '1.95'], ['P', 'O', 'O', 'O', 'O', 'XXX']]",1.90m ,4
High Jump,Boys,2,Finals,,Adrian Rumb,19,6,Jamaica College,"[['1.70', '1.75', '1.80', '1.85', '1.90', '1.95'], ['P', 'O', 'O', 'XXO', 'O', 'XXX']]",J1.90m ,3
High Jump,Boys,2,Finals,,Khailan Vit,19,7,Kingston College,"[['1.70', '1.75', '1.80', '1.85', '1.90', '1.95'], ['P', 'P', 'O', 'O', 'XO', 'XXX']]",J1.90m ,2
High Jump,Boys,2,Finals,,Tyrique Whe,19,8,Wolmer's Hig,"[['1.70', '1.75', '1.80', '1.85', '1.90'], ['P', 'O', 'O', 'XXO', 'XXX']]",1.85m,1
High Jump,Boys,2,Finals,,Javon Bowen,19,9,Jamaica College,"[['1.70', '1.75', '1.80', '1.85'], ['P', 'O', 'XO', 'XXX']]",1.80m,0
High Jump,Boys,2,Finals,,Ovane Willi,19,9,St. Mary High,"[['1.70', '1.75', '1.80', '1.85'], ['O', 'O', 'O', 'XXX']]",1.80m,0
High Jump,Boys,2,Finals,,Xavier Codl,19,11,Calabar High,"[['1.70', '1.75', '1.80'], ['O', 'O', 'XXX']]",1.75m,0
High Jump,Boys,2,Finals,,Orian Forre,19,11,St. Thomas T,"[['1.70', '1.75', '1.80'], ['O', 'O', 'XXX']]",1.75m,0
High Jump,Boys,2,Finals,,Dejone Raym,19,11,St. Elizabet,"[['1.70', '1.75', '1.80'], ['O', 'XO', 'XXX']]",1.75m,0
High Jump,Boys,3,Finals,,Anthony Wil,19,1,Kingston College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81', '1.84'], ['P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'XXO', 'X']]",1.81m ,9
High Jump,Boys,3,Finals,,Michael Cur,19,2,Jamaica College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81'], ['P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'XXX']]",1.78m ,7
High Jump,Boys,3,Finals,,Ewan Lawren,19,3,Calabar High,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81'], ['P', 'P', 'O', 'O', 'O', 'XO', 'O', 'XO', 'XXX']]",J1.78m ,6
High Jump,Boys,3,Finals,,Aaron Thoma,19,4,Kingston College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81'], ['P', 'P', 'P', 'O', 'O', 'O', 'O', 'XXO', 'XXX']]",J1.78m ,5
High Jump,Boys,3,Finals,,Kevin Campb,19,5,Jamaica College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78'], ['P', 'P', 'O', 'O', 'O', 'O', 'O', 'XXX']]",1.75m ,4
High Jump,Boys,3,Finals,,Amiuki Beck,19,6,Cornwall College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.78'], ['P', 'P', 'O', 'O', 'O', 'XO', 'XXO', 'XXX']]",J1.75m ,3
High Jump,Boys,3,Finals,,Demario Pri,19,7,St. Jago High,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75'], ['O', 'O', 'O', 'XXO', 'O', 'O', 'XXX']]",1.70m ,2
High Jump,Boys,3,Finals,,Shemar Mart,19,8,Cornwall College,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.75'], ['P', 'P', 'O', 'O', 'XO', 'XXO', 'XXX']]",J1.70m ,1
High Jump,Boys,3,Finals,,Andrew Simp,19,9,Mount St. Jo,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'O', 'O', 'O', 'O', 'XXX']]",1.65m,0
High Jump,Boys,3,Finals,,Jaydon Park,19,10,Titchfield High,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'O', 'XO', 'XO', 'XO', 'XXX']]",J1.65m,0
High Jump,Boys,3,Finals,,Trevoy Smit,19,11,Herbert Morr,"[['1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'P', 'XO', 'O', 'XXO', 'XXX']]",J1.65m,0
High Jump,Boys,3,Finals,,Omarion Wal,19,12,St. Jago High,"[['1.45', '1.50', '1.55', '1.60', '1.65'], ['O', 'O', 'O', 'O', 'XXX']]",1.60m,0
High Jump,Boys,3,Finals,,Edward Ster,19,13,Wolmer's Hig,"[['1.45', '1.50', '1.55', '1.60'], ['P', 'O', 'XO', 'XXX']]",1.55m,0
High Jump,Girls,1,Finals,,Lamara Dist,19,1,Hydel High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76', '1.79', '1.82', '1.84', '1.87', '1.89'], ['P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'XXO', 'XXX']]",1.87mR,9
High Jump,Girls,1,Finals,,Janique Bur,19,2,Edwin Allen High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76', '1.79', '1.82', '1.84'], ['P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'XXX']]",1.82m ,7
High Jump,Girls,1,Finals,,Rhianna Phi,19,3,Hydel High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76', '1.79'], ['P', 'P', 'P', 'O', 'O', 'XO', 'XO', 'XO', 'XXO', 'XXX']]",1.76m ,6
High Jump,Girls,1,Finals,,Kaliah Jone,19,4,Excelsior High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76'], ['P', 'P', 'P', 'P', 'P', 'XXO', 'XO', 'O', 'XXX']]",1.73m ,5
High Jump,Girls,1,Finals,,Shannon Bai,19,5,Wolmer's Hig,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76'], ['P', 'P', 'O', 'O', 'O', 'O', 'XO', 'XO', 'XXX']]",J1.73m ,4
High Jump,Girls,1,Finals,,Annia Ashle,19,6,Edwin Allen High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76'], ['P', 'P', 'P', 'P', 'O', 'O', 'XO', 'XXO', 'XXX']]",J1.73m ,3
High Jump,Girls,1,Finals,,Roschell Cl,19,7,Mount Alvernia High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'P', 'O', 'O', 'XO', 'O', 'XXX']]",1.70m ,2
High Jump,Girls,1,Finals,,Danielle Gr,19,8,Convent of M,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'O', 'O', 'O', 'O', 'XXO', 'XXX']]",J1.70m ,1
High Jump,Girls,1,Finals,,Anissa Walt,19,9,Holy Childhood High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'P', 'O', 'O', 'O', 'O', 'XXX']]",1.65m ,0
High Jump,Girls,1,Finals,,Jodian Stew,19,9,St. Elizabet,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'P', 'O', 'O', 'XO', 'XXO', 'XXX']]",1.65m ,0
High Jump,Girls,1,Finals,,Dana Thomas,19,11,The Queens School,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'O', 'O', 'O', 'XXX']]",1.60m ,0
High Jump,Girls,1,Finals,,Faithlyn Ir,19,11,Holmwood Tec,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'P', 'O', 'O', 'XXX']]",1.60m ,0
High Jump,Girls,1,Finals,,Shamike Gor,19,13,St. Andrew H,"[['1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'P', 'O', 'XXP', 'X']]",1.50m,0
High Jump,Girls,1,Finals,,Jamila Alex,19,13,Mannings High,"[['1.40', '1.45', '1.50', '1.55'], ['P', 'P', 'XO', 'XXX']]",1.50m,0
High Jump,Girls,2,Finals,,Shantae For,19,1,Excelsior High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73', '1.76', '1.81'], ['P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'P', 'XXX']]",1.73m ,9
High Jump,Girls,2,Finals,,Daniella An,19,2,Herbert Morr,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'P', 'P', 'P', 'O', 'O', 'XXX']]",1.70m ,7
High Jump,Girls,2,Finals,,Daniel Hind,19,3,Excelsior High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'P', 'P', 'O', 'O', 'XO', 'XXX']]",J1.70m ,6
High Jump,Girls,2,Finals,,Nia Robinso,19,4,Rusea's High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'P', 'XO', 'XO', 'O', 'XO', 'XXX']]",J1.70m ,5
High Jump,Girls,2,Finals,,Alliyah Mcn,19,5,St. Elizabet,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70', '1.73'], ['P', 'P', 'O', 'O', 'O', 'O', 'XXO', 'XXX']]",J1.70m ,4
High Jump,Girls,2,Finals,,Amelia Davi,19,6,Wolmer's Hig,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'P', 'O', 'O', 'O', 'XXO', 'XXX']]",1.65m,3
High Jump,Girls,2,Finals,,Abigail Wil,19,7,Wolmer's Hig,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.70'], ['P', 'P', 'O', 'O', 'XO', 'XXO', 'XXX']]",J1.65m,2
High Jump,Girls,2,Finals,,Sheree Wrig,19,8,Manchester High,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'O', 'XXO', 'O', 'XXX']]",1.60m,1
High Jump,Girls,2,Finals,,Sydnie Mont,19,9,St. Andrew H,"[['1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'P', 'O', 'XO', 'XXX']]",J1.60m,0
High Jump,Girls,2,Finals,,Shante Mcfa,19,10,Immaculate C,"[['1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'O', 'O', 'O', 'XXX']]",1.55m,0
High Jump,Girls,2,Finals,,Jamara Scot,19,10,Buff Bay High,"[['1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'O', 'O', 'O', 'XXX']]",1.55m,0
High Jump,Girls,2,Finals,,Jamera Scot,19,12,Buff Bay High,"[['1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'XO', 'P', 'P', 'XXX']]",1.45m,0
High Jump,Girls,3,Finals,,Annishka Mc,19,1,Vere Technical High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74', '1.77'], ['P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'XO', 'XXX']]",1.74m ,OFF
High Jump,Girls,3,Finals,,Torian Cave,19,2,Ardenne High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74', '1.77'], ['P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'XO', 'XXX']]",J1.74m ,OFF
High Jump,Girls,3,Finals,,Malaika Cun,19,3,Wolmer's Hig,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74'], ['P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'XXX']]",1.71m ,6
High Jump,Girls,3,Finals,,Jo-anna Pin,19,4,St. Andrew H,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74'], ['P', 'P', 'P', 'P', 'XP', 'O', 'XXO', 'XXO', 'XXP', 'XXX']]",1.68m ,5
High Jump,Girls,3,Finals,,Rasheda Sam,19,5,Edwin Allen High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65', '1.68'], ['P', 'P', 'P', 'P', 'O', 'O', 'XO', 'XXX']]",1.65m ,4
High Jump,Girls,3,Finals,,Chenessa Da,19,6,Excelsior High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'P', 'P', 'O', 'O', 'XXX']]",1.60m,3
High Jump,Girls,3,Finals,,Cordaelia W,19,7,St. Mary High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'P', 'P', 'XXO', 'O', 'XXX']]",J1.60m,2
High Jump,Girls,3,Finals,,Kiara South,19,8,Edwin Allen High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60', '1.65'], ['P', 'P', 'O', 'O', 'XXO', 'XO', 'XXX']]",J1.60m,1
High Jump,Girls,3,Finals,,Brishawn Gr,19,9,Holmwood Tec,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'P', 'P', 'O', 'O', 'XXX']]",1.55m,0
High Jump,Girls,3,Finals,,Chantal Gay,19,9,Vere Technical High,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'P', 'O', 'O', 'O', 'XXX']]",1.55m,0
High Jump,Girls,3,Finals,,Samoya Ashb,19,11,Wolmer's Hig,"[['1.35', '1.40', '1.45', '1.50', '1.55', '1.60'], ['P', 'P', 'P', 'O', 'XXO', 'XXX']]",J1.55m,0
High Jump,Girls,3,Finals,,Alliah Bake,19,12,Hydel High,"[['1.35', '1.40', '1.45', '1.50', '1.55'], ['P', 'P', 'O', 'XXO', 'XXX']]",1.50m,0
High Jump,Girls,4,Finals,,Misha-jade,19,1,Immaculate C,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55', '1.58', '1.61', '1.64', '1.68'], ['P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'XO', 'XXX']]",1.64m ,9
High Jump,Girls,4,Finals,,Chloe Palme,19,2,Vere Technical High,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55', '1.58', '1.61', '1.64'], ['O', 'P', 'P', 'O', 'O', 'O', 'XO', 'XO', 'XXX']]",1.61m ,7
High Jump,Girls,4,Finals,,Lori Choy,19,3,Immaculate C,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55', '1.58', '1.61', '1.64'], ['P', 'P', 'P', 'XO', 'O', 'XXO', 'O', 'XXO', 'XXX']]",J1.61m ,6
High Jump,Girls,4,Finals,,Janine Lind,19,4,Manchester High,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55', '1.58'], ['P', 'P', 'P', 'O', 'O', 'XXO', 'XXX']]",1.55m ,5
High Jump,Girls,4,Finals,,Deijanae Br,19,5,Edwin Allen High,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55'], ['P', 'P', 'P', 'O', 'O', 'XXX']]",1.50m,3
High Jump,Girls,4,Finals,,Natassia Bu,19,5,Hydel High,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55'], ['P', 'O', 'O', 'O', 'O', 'XXX']]",1.50m,3
High Jump,Girls,4,Finals,,Tori-ann An,19,5,St. Jago High,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55'], ['P', 'P', 'O', 'O', 'O', 'XXX']]",1.50m,3
High Jump,Girls,4,Finals,,Justina But,19,8,Campion College,"[['1.30', '1.35', '1.40', '1.45', '1.50', '1.55'], ['P', 'P', 'P', 'XO', 'XO', 'XXX']]",J1.50m,1
High Jump,Girls,4,Finals,,Chennai Jar,19,9,St. Elizabet,"[['1.30', '1.35', '1.40', '1.45', '1.50'], ['P', 'O', 'O', 'XO', 'XXX']]",1.45m,0
High Jump,Girls,4,Finals,,Jayla-shae,19,10,Mount Alvernia High,"[['1.30', '1.35', '1.40', '1.45'], ['P', 'O', 'O', 'XXX']]",1.40m,0
High Jump,Girls,4,Finals,,Malesulla J,19,11,St. Catherine High,"[['1.30', '1.35', '1.40', '1.45'], ['P', 'XXO', 'O', 'XXX']]",J1.40m,0
High Jump,Girls,4,Finals,,Paris Brown,19,12,Titchfield High,"[['1.30', '1.35', '1.40', '1.45'], ['P', 'O', 'XO', 'XXX']]",J1.40m,0
High Jump,Boys,1,Finals,,Louis Gordo,19,1,Kingston College,"[['2', '#', '103', 'Horatio', 'Hum', 'Buff', 'Bay', 'High', '2.08m', 'Q', '7'], ['3', '#', '130', 'Ricardo', 'Cla', 'Calabar', 'High', 'J2.08m', 'Q', '6']]",2.11m ,9
High Jump,Boys,1,Finals,,Damar Marsh,19,4,St. Jago High,"[['4', '#', '880', 'Kadain', 'Rope', 'Kingston', 'College', 'J2.04m', 'Q', '4.50'], ['6', '#', '120', 'Andrew', 'Bett', 'Calabar', 'High', 'J2.05m', 'Q', '3']]",2.05m ,4.50
High Jump,Boys,1,Finals,,Alexander T,19,7,Jamaica College,"[['7', '#', '99', 'Romaine', 'Bec', 'Buff', 'Bay', 'High', '2.00m', 'Q', '1.50'], ['9', '#', '29', 'Demar', 'Sayle', 'Ardenne', 'High', 'J2.00m', 'Q']]",2.00m ,1.50
High Jump,Boys,1,Finals,,Omari Mcken,19,10,Cornwall College,"[['11', '#', '708', 'Kenakey', 'Han', 'Jamaica', 'College', 'J1.95m'], ['12', '#', '1085', 'Yushann', 'Mal', 'Munro', 'College', 'J1.95m']]",1.95m,0
Pole Vault,Boys,Open,Finals,,Andrew Betton,19,1,Calabar High,"[['2', '#', '186', 'Renaldo', 'Savoury', 'Calabar', 'High', '4.00m', '7'], ['3', '#', '886', 'Andwele', 'Shurland', 'Kingston', 'College', '3.90m', '6']]",4.10m,9
Pole Vault,Boys,Open,Finals,,Paul Morgan,19,4,Jamaica College,"[['5', '#', '810', 'Michael', 'Cain', 'Kingston', 'College', '3.70m', '4'], ['6', '#', '1618', 'Jelani', 'Thompson', ""Wolmer's"", 'Hig', '3.50m', '3']]",3.80m,5
Pole Vault,Boys,Open,Finals,,Wikenson Fenelon,19,7,Jamaica College,"[['8', '#', '1583', 'Aaron-john', 'Edward', ""Wolmer's"", 'Hig', '3.30m', '1'], ['9', '#', '447', 'Gregory', 'Degouth', 'Excelsior', 'High', '3.00m']]",J3.50m,2
Pole Vault,Boys,Open,Finals,,Roshawn Daley,19,10,Excelsior High,"[['11', '#', '1171', 'Tevaughn', 'Tate', 'Petersfield', 'High', '2.90m'], ['--', '#', '1147', 'Ezekiel', 'Chang', 'Petersfield', 'High', 'FAIL']]",J3.00m,0
Long Jump,Boys,1,Finals,4.9,Kavian Kerr,21,1,St. Jago High,"['7.61m(5.7)', '7.45m(4.6)', 'FOUL', '7.43m(3.1)', '7.43m(1.3)', '7.81m(4.9)']",7.81m,9
Long Jump,Boys,1,Finals,3.5,Luke Brown,21,2,Calabar High,"['7.46m(2.3)', '7.46m(2.2)', 'FOUL', '7.65m(3.5)', 'FOUL', 'FOUL']",7.65m,7
Long Jump,Boys,1,Finals,5.5,Uroy Ryan,21,3,Jamaica College,"['7.05m(4.6)', '7.33m(3.0)', '7.42m(2.1)', '7.20m(3.2)', '7.47m(5.5)', 'FOUL']",7.47m,6
Long Jump,Boys,1,Finals,4.6,Jhavor Bennett,21,4,St. Elizabet,"['7.06m(6.3)', '7.46m(4.6)', '7.26m(5.0)', 'FOUL', '7.07m(2.2)', '7.40m(2.5)']",7.46m,5
Long Jump,Boys,1,Finals,1.8,Orlando Russell,21,5,Wolmer's Boy,"['7.05m(5.8)', '7.33m(1.8)', 'FOUL', '7.14m(3.9)', '6.73m(3.7)', '7.23m(4.5)']",7.33m,4
Long Jump,Boys,1,Finals,3.8,Waukeem Walters,21,6,Wolmer's Boy,"['FOUL', '7.19m(3.8)', 'FOUL', 'FOUL', '4.08m(1.6)', 'FOUL']",7.19m,3
Long Jump,Boys,1,Finals,5.9,Jaheim Cox,21,7,Kingston College,"['6.83m(6.3)', '6.82m(2.1)', '6.26m(0.1)', '6.93m(2.4)', '6.62m(0.3)', '7.09m(5.9)']",7.09m,2
Long Jump,Boys,1,Finals,4.8,Brian Smith,21,8,St. Jago High,"['FOUL', '6.98m(3.6)', 'FOUL', '6.95m(2.0)', '6.38m(2.5)', '7.06m(4.8)']",7.06m,1
Long Jump,Boys,1,Finals,6.2,Dejone Raymond,21,9,St. Elizabet,"['6.44m(4.8)', 'FOUL', '6.57m(6.2)']",6.57m,0
Long Jump,Boys,1,Finals,3.1,Royan Walters,21,10,Petersfield High,"['6.21m(4.8)', '6.38m(3.1)', '6.19m(1.1)']",6.38m,0
Long Jump,Boys,1,Finals,6.2,Apalos Edwards,21,11,Jamaica College,"['FOUL', '6.30m(6.2)', 'ND(NWI)']",6.30m,0
Long Jump,Boys,2,Finals,1.6,Balvin Israel,21,1,St. Jago High,"['7.05m(2.5)', 'FOUL', '7.32m(1.6)', 'FOUL', 'FOUL', '7.31m(6.9)']",7.32m,9
Long Jump,Boys,2,Finals,7.4,Amari Officer,21,2,St. George's,"['FOUL', '6.53m(2.3)', '6.84m(4.2)', '6.74m(1.2)', '6.57m(5.6)', '7.16m(7.4)']",7.16m,7
Long Jump,Boys,2,Finals,4.8,Nathan Wade,21,3,Calabar High,"['7.13m(4.8)', '5.46m(2.6)', 'PASS', '7.10m(2.7)', 'FOUL', '6.84m(6.7)']",7.13m,6
Long Jump,Boys,2,Finals,3.9,Matthew Hylton,21,4,Jamaica College,"['6.90m(3.9)', '6.99m(3.9)', 'FOUL', '6.58m(5.7)', '6.88m(7.2)', 'FOUL']",6.99m,5
Long Jump,Boys,2,Finals,7.0,Allem Pinto,21,5,St. Elizabet,"['6.72m(6.4)', '6.34m(1.8)', '6.45m(5.5)', '6.11m(6.8)', '6.14m(1.9)', '6.90m(7.0)']",6.90m,4
Long Jump,Boys,2,Finals,5.9,Renaldino Medwinter,21,6,Excelsior High,"['6.60m(3.2)', '6.68m(1.2)', '6.68m(4.6)', '6.25m(3.9)', '6.65m(1.2)', '6.79m(5.9)']",6.79m,3
Long Jump,Boys,2,Finals,4.0,Kenomar Jones,21,7,Cornwall College,"['6.38m(2.2)', '6.78m(4.0)', '6.22m(3.2)', '6.30m(6.8)', '6.19m(4.1)', '6.72m(7.5)']",6.78m,2
Long Jump,Boys,2,Finals,3.2,Michael Curriah,21,8,Jamaica College,"['6.46m(3.1)', '6.70m(3.2)', '6.59m(4.4)', '6.35m(6.2)', '6.57m(5.6)', '6.38m(2.3)']",6.70m,1
Long Jump,Boys,2,Finals,3.1,Anthony Willis,21,9,Kingston College,"['FOUL', '5.12m(1.2)', '6.50m(3.1)']",6.50m,0
Long Jump,Boys,2,Finals,2.4,Javar Thomas,21,10,Calabar High,"['6.12m(5.1)', 'FOUL', '6.36m(2.4)']",6.36m,0
Long Jump,Boys,2,Finals,2.1,Jaydon Hibbert,21,11,Kingston College,"['PASS', '5.70m(1.8)', '6.24m(2.1)']",6.24m,0
Long Jump,Boys,2,Finals,3.8,Jordan Tomlinson,21,12,Wolmer's Boy,"['6.00m(3.8)', '5.87m(6.3)', 'FOUL']",6.00m,0
Long Jump,Boys,3,Finals,3.1,Shamir Kelly,21,1,Kingston College,"['6.47m(3.9)', '6.63m(1.1)', '6.57m(3.0)', '6.44m(2.3)', '6.82m(3.1)', 'FOUL']",6.82m,9
Long Jump,Boys,3,Finals,2.6,Edward Sterling,21,2,Wolmer's Boy,"['6.39m(2.5)', '5.97m(1.1)', '6.58m(2.0)', '6.79m(2.6)', '6.77m(3.2)', 'FOUL']",6.79m,7
Long Jump,Boys,3,Finals,4.4,Roshawn Onfroy,21,3,Kingston College,"['FOUL', '6.26m(2.1)', '6.40m(4.4)', '5.90m(0.3)', '6.14m(2.6)', '6.32m(0.2)']",6.40m,6
Long Jump,Boys,3,Finals,4.4,Euan Young,21,4,Jamaica College,"['6.23m(2.2)', '6.37m(4.4)', '6.13m(2.0)', '6.14m(1.9)', '6.19m(3.7)', '5.99m(-0.5)']",6.37m,5
Long Jump,Boys,3,Finals,2.7,Ricoy Hunter,21,5,St. Elizabet,"['4.69m(-0.1)', 'FOUL', '6.21m(1.2)', '6.31m(0.4)', '6.36m(2.7)', '6.24m(2.6)']",6.36m,4
Long Jump,Boys,3,Finals,3.2,Jahrod Laird,21,6,Calabar High,"['FOUL', '6.25m(3.2)', '4.52m(1.7)', 'FOUL', 'FOUL', 'FOUL']",6.25m,3
Long Jump,Boys,3,Finals,1.4,Shevaughn Pryce,21,7,Calabar High,"['5.61m(2.6)', '6.03m(1.5)', '5.78m(2.7)', '6.07m(1.4)', '6.05m(3.5)', '6.00m(2.4)']",6.07m,2
Long Jump,Boys,3,Finals,4.4,Jaidi James,21,8,Jamaica College,"['5.59m(2.9)', '6.05m(4.4)', '5.92m(2.7)', '6.04m(-0.1)', '5.76m(1.0)', '6.04m(1.5)']",6.05m,1
Long Jump,Boys,3,Finals,1.0,Anthony Hall,21,9,B.B. Coke High,"['5.95m(1.0)', '5.34m(-0.3)', '5.38m(4.2)']",5.95m,0
Long Jump,Boys,3,Finals,3.5,Ranaldo Anderson,21,10,Petersfield High,"['5.39m(2.7)', '5.61m(3.5)', '3.65m(0.8)']",5.61m,0
Long Jump,Boys,3,Finals,2.4,Sawayne Kerr,21,11,St. Elizabet,"['5.37m(2.4)', 'FOUL', 'FOUL']",5.37m,0
Long Jump,Boys,3,Finals,3.2,Demario Brown,21,12,St. Jago High,"['FOUL', '5.16m(3.2)', 'FOUL']",5.16m,0
Long Jump,Girls,1,Finals,0.9,Shantae Foreman,21,1,St. Jago High,"['FOUL', 'FOUL', '5.81m(1.8)', '6.28m(1.3)', '6.38m(2.0)', '6.43m(0.9)']",6.43m,9
Long Jump,Girls,1,Finals,2.2,Ackelia Smith,21,2,Edwin Allen High,"['6.16m(2.2)', '6.11m(1.8)', 'PASS', '5.98m(3.0)', '5.28m(1.9)', '5.87m(3.4)']",6.16m,7
Long Jump,Girls,1,Finals,3.0,Velecia Williams,21,3,Hydel High,"['FOUL', '5.63m(1.3)', '5.80m(6.5)', 'PASS', '5.93m(3.0)', '5.32m(1.5)']",5.93m,6
Long Jump,Girls,1,Finals,4.9,Aaliyah Lindsay,21,4,St. Jago High,"['5.34m(2.0)', '5.17m(1.0)', '5.44m(1.3)', '5.55m(1.0)', '5.74m(4.5)', '5.81m(4.9)']",5.81m,5
Long Jump,Girls,1,Finals,3.7,Samoya Neil,21,5,Excelsior High,"['5.14m(3.3)', '5.45m(2.9)', '5.40m(3.0)', '5.20m(1.6)', '4.63m(2.8)', '5.74m(3.7)']",5.74m,4
Long Jump,Girls,1,Finals,2.8,MACHAEDA Linton,21,6,Hydel High,"['5.37m(2.4)', '5.45m(1.6)', '5.53m(2.0)', 'FOUL', '5.60m(2.8)', 'FOUL']",5.60m,3
Long Jump,Girls,1,Finals,3.6,Alicia Sewell,21,7,Wolmer's Gir,"['FOUL', '5.18m(3.6)', '5.58m(3.9)', 'FOUL', '5.59m(3.6)', '5.40m(1.1)']",5.59m,2
Long Jump,Girls,1,Finals,2.8,Brittania Ingram,21,8,Edwin Allen High,"['FOUL', '5.57m(2.8)', 'FOUL', '5.09m(3.4)', '5.56m(3.1)', '5.24m(3.5)']",5.57m,1
Long Jump,Girls,1,Finals,2.3,Teiolla Harvey,21,9,Excelsior High,"['5.20m(0.2)', '5.36m(2.3)', '5.19m(1.4)']",5.36m,0
Long Jump,Girls,1,Finals,1.2,Calleisha Chance,21,10,Holmwood Technical,"['5.13m(3.3)', '5.22m(3.1)', '5.32m(1.2)']",5.32m,0
